Band Baaja Baaraat,235
Khelein Hum Jee Jaan Sey,236
Guzaarish,237
Do Dooni Chaar,238
Rakhta Charitra,239
Karthik Calling Karthik,240
Road to Sangam,241
Mirch,242
Aakrosh,243
Aisha,244
Tere Bin Laden,245
Road,246
Aashayein,247
Tera Kya Hoga Johnny,248
Well Done Abba!,249
Rann,250
Housefull,251
We Are Family,252
Lafangey Parindey,253
Don 2,500
Zindagi Na Milegi Dobara,501
Ra.One,502
Rockstar,503
Pyaar Ka Punchnama,504
Singham,505
Desi Boyz,506
Shaitan,507
The Dirty Picture,508
No One Killed Jessica,509
Stanley Ka Dabba,510
Mere Brother Ki Dulhan,511
Mausam,512
Murder 2,513
Yeh Saali Zindagi ,514
Force,515
Patiala House,516
Ladies vs. Ricky Bahl,517
Yamla Pagla Deewana,518
7 Khoon Maaf,519
Aarakshan,520
Tanu Weds Manu,521
Dum Maaro Dum,522
Haunted - 3D,523
Bbuddah... Hoga Terra Baap,524
Saheb Biwi Aur Gangster,525
Shor in the City,526
Dil Toh Baccha Hai Ji,527
Game,528
Shagird,529
Ragini MMS,530
Agneepath,531
Paan Singh Tomar,532
Kahaani,533
Vicky Donor,534
OMG: Oh My God!,535
Jab Tak Hai Jaan,536
Barfi!,537
Gangs of Wasseypur,538
English Vinglish,539
Life of Pi,540
Jannat 2,541
Chakravyuh,542
1920: Evil Returns,543
Cocktail,544
Raaz 3: The Third Dimension,545
Ishaqzaade,546
Ek Tha Tiger,547
Student of the Year,548
Talaash,549
Dabangg 2,550
Ferrari Ki Sawaari,551
Rowdy Rathore,552
Bol Bachchan,553
Shahid,554
Bhaag Milkha Bhaag,555
The Lunchbox,556
Madras Cafe,557
Special 26,558
Kai po che!,559
Raanjhanaa,560
Lootera,561
D-Day,562
Aashiqui 2,563
Table No. 21,564
Jolly LLB,565
Saheb Biwi Aur Gangster Returns,566
Fukrey,567
The Attacks of 26/11,568
Aurangzeb,569
ABCD (Any Body Can Dance),570
Go Goa Gone,571
Mickey Virus,572
Bombay Talkies,573
Yeh Jawaani Hai Deewani,574
Mere Dad Ki Maruti,575
Goliyon Ki Rasleela Ram-Leela,576
Krrish 3,577
Chennai Express,578
Dhoom 3,579
David,580
Akaash Vani,581
Satyagraha,582
Commando,583
Boss,585
R... Rajkumar,586
Ramaiya Vastavaiya,587
Nautanki Saala!,588
Inkaar,589
Shootout at Wadala,590
Matru ki Bijlee ka Mandola,591
Chashme Baddoor,592
Ek Thi Daayan,593
Bullett Raja,594
Shuddh Desi Romance,595
Once Upon a Time in Mumbai Dobaara!,596
Phata Poster Nikhla Hero,597
Ghanchakkar,598
Race 2,599
Queen,600
Ankhon Dekhi,601
PK,602
Haider,603
Ugly,604
Kya Dilli Kya Lahore,605
Mardaani,606
Highway,607
Holiday,608
Dedh Ishqiya,609
2 States,610
Hasee Toh Phasee,611 
Rang Rasiya,612
Bhoothnath Returns,613
City Lights,614
Mary Kom,615
Khoobsurat,616
Happy New Year,617
Ek Villain,618
Raja Natwarlal,619
Jai Ho,620
Ungli,621
Kick,622
The Shaukeens,623
Gulaab Gang,624
Daawat-e-Ishq,625
Finding Fanny,626
Singham Returns,627
Humpty Sharma Ki Dulhania,628
Happy Ending,629
It's Entertainment,630
Bang Bang,631
Youngistaan,632
Heropanti,633
Revolver Rani,634
Main Tera Hero,635
Dishkiyaoon,636
Shaadi Ke Side Effects,637
Total Siyapaa,638
Bewakoofiyaan,639
Bobby Jasoos,640
Drishyam,641
Talvar,642
Manjhi: The Mountain Man,643
Masaan,644
Pyaar Ka Punchnama 2,645
Tanu Weds Manu Returns,646
Detective Byomkesh Bakshy!,647
Bajrangi Bhaijaan,648
Baby,649
Dum Laga Ke Haisha,650
Badlapur,651
Piku,652
Gabbar is Back,653
Margarita with a Straw,654
Tamasha,655
Nh10,656
Brothers,657
Bajirao Mastani,658
Shamitabh,659
Hamari Adhuri Kahaani,660
Dil Dhadakne Do,661
Dilwale,662
Singh Is Bliing,663
Jazbaa,664
Hawaizaada,665
Prem Ratan Dhan Payo,666
Dharam Sankat Mein,667
Any Body Can Dance 2,668
Ab Tak Chhappan 2,669
Hate Story 3,670
Welcome 2 Karachi,671
Guddu Rangeela,672
Kapoor and Sons,673
Saala Khadoos,674
Wazir,675
Chalk n Duster,676
Airlift,677
Kyaa Kool Hain Hum 3,678
Mastizaade,679
Ghayal Once Again,680
Sanam Teri Kasam,681
Fitoor,682
Sanam Re,683
Neerja,684
Aligarh,685
Tere Bin Laden dead or alive,686
Jai Gangaajal,687
Teraa Surroor,688
Rocky Handsome,689
Ki & Ka,690
